PSRAID,COUNTRY,Q145,Q146,Q70,Q74
128594,Venezuela,Female,56,Yes,No
128595,Venezuela,Female,40,No, 
128596,Venezuela,Female,33,Yes,No
128597,Venezuela,Female,34,Yes,Yes
128598,Venezuela,Male,29,Yes,Yes
128599,Venezuela,Female,44,No, 
128600,Venezuela,Male,49,Yes,Yes
128601,Venezuela,Male,64,No,No
128602,Venezuela,Female,18,Yes,Yes
128603,Venezuela,Male,47,Yes,Yes
128604,Venezuela,Male,54,Yes,Yes
128605,Venezuela,Male,47,Yes,Yes
128606,Venezuela,Female,50,Yes,Yes
128607,Venezuela,Female,45,Yes,Yes
128608,Venezuela,Female,31,Yes,Yes
128609,Venezuela,Male,38,Yes,Yes
128610,Venezuela,Female,59,No, 
128611,Venezuela,Female,60,Yes,Yes
128612,Venezuela,Female,74,No, 
128613,Venezuela,Female,23,No, 
128614,Venezuela,Male,30,No, 
128615,Venezuela,Male,33,No, 
128616,Venezuela,Male,54,No, 
128617,Venezuela,Female,46,No, 
128618,Venezuela,Female,23,Yes,Yes
128619,Venezuela,Female,50,Yes,No
128620,Venezuela,Male,18,Yes,Yes
128621,Venezuela,Male,32,No, 
128622,Venezuela,Male,49,Yes,Yes
128623,Venezuela,Female,47,Yes,Yes
128624,Venezuela,Male,45,No, 
128625,Venezuela,Male,44,No,No
128626,Venezuela,Male,36,Yes,Yes
128627,Venezuela,Female,22,Yes,Yes
128628,Venezuela,Male,53,Yes,No
128629,Venezuela,Male,24,No, 
128630,Venezuela,Female,44,Yes,Yes
128631,Venezuela,Female,77,No, 
128632,Venezuela,Female,70,No, 
128633,Venezuela,Male,19,Yes,Yes
128634,Venezuela,Male,82,No, 
128635,Venezuela,Male,69,No, 
128636,Venezuela,Female,29,Yes,Yes
128637,Venezuela,Female,43,No, 
128638,Venezuela,Male,41,Yes,Yes
128639,Venezuela,Female,36,Yes,Yes
128640,Venezuela,Female,21,No, 
128641,Venezuela,Female,23,Yes,Yes
128642,Venezuela,Male,29,Yes,Yes
128643,Venezuela,Female,60,Yes,No
128644,Venezuela,Female,40,Yes,No
128645,Venezuela,Male,40,Yes,Yes
128646,Venezuela,Female,21,Yes,Refused
128647,Venezuela,Female,34,Yes,Yes
128648,Venezuela,Female,21,Yes,Yes
128649,Venezuela,Male,19,Yes,Yes
128650,Venezuela,Male,18,Yes,Yes
128651,Venezuela,Male,31,Yes,Yes
128652,Venezuela,Female,38,Yes,Yes
128653,Venezuela,Female,18,Yes,Yes
128654,Venezuela,Male,26,Yes,Yes
128655,Venezuela,Female,38,Yes,Yes
128656,Venezuela,Female,55,Yes,No
128657,Venezuela,Male,42,Yes,Yes
128658,Venezuela,Male,23,Yes,Yes
128659,Venezuela,Female,35,Yes,Yes
128660,Venezuela,Female,68,Yes,Yes
128661,Venezuela,Female,83,No, 
128662,Venezuela,Male,75,No, 
128663,Venezuela,Female,41,No, 
128664,Venezuela,Female,39,No, 
128665,Venezuela,Male,21,Yes,Yes
128666,Venezuela,Female,64,No, 
128667,Venezuela,Male,87,No, 
128668,Venezuela,Male,51,Yes,Yes
128669,Venezuela,Female,30,Yes,Yes
128670,Venezuela,Female,18,Yes,Yes
128671,Venezuela,Male,31,Yes,Yes
128672,Venezuela,Female,26,Yes,Yes
128673,Venezuela,Male,21,Yes,Yes
128674,Venezuela,Female,51,Yes,Yes
128675,Venezuela,Female,33,No, 
128676,Venezuela,Female,56,Yes,Yes
128677,Venezuela,Male,34,Yes,Yes
128678,Venezuela,Female,34,Yes,Yes
128679,Venezuela,Male,44,Yes,Yes
128680,Venezuela,Female,52,Yes,Yes
128681,Venezuela,Male,54,Yes,Yes
128682,Venezuela,Male,37,Yes,Yes
128683,Venezuela,Female,46,Yes,Yes
128684,Venezuela,Female,25,Yes,Yes
128685,Venezuela,Male,21,Yes,Yes
128686,Venezuela,Male,21,Yes,Yes
128687,Venezuela,Male,67,No, 
128688,Venezuela,Female,29,No, 
128689,Venezuela,Male,53,No, 
128690,Venezuela,Female,23,Yes,Yes
128691,Venezuela,Female,45,Yes,Yes
128692,Venezuela,Male,18,Yes,Yes
128693,Venezuela,Female,24,Yes,Yes
128694,Venezuela,Male,37,Yes,Yes
128695,Venezuela,Male,38,Yes,Yes
128696,Venezuela,Female,56,Yes,Refused
128697,Venezuela,Female,25,Yes,Yes
128698,Venezuela,Male,65,No, 
128699,Venezuela,Female,32,Yes,Yes
128700,Venezuela,Female,47,Yes,Yes
128701,Venezuela,Female,40,Yes,Yes
128702,Venezuela,Male,24,Yes,Yes
128703,Venezuela,Male,27,Yes,Yes
128704,Venezuela,Male,22,No, 
128705,Venezuela,Female,20,Yes,Yes
128706,Venezuela,Female,60,No, 
128707,Venezuela,Male,23,Yes,Yes
128708,Venezuela,Male,45,No, 
128709,Venezuela,Female,72,No, 
128710,Venezuela,Female,40,Yes,Yes
128711,Venezuela,Female,76,No, 
128712,Venezuela,Male,41,Yes,Yes
128713,Venezuela,Male,49,Yes,Yes
128714,Venezuela,Male,52,Yes,Yes
128715,Venezuela,Female,45,Yes,Yes
128716,Venezuela,Female,45,Yes,No
128717,Venezuela,Male,36,Yes,Yes
128718,Venezuela,Female,23,Yes,No
128719,Venezuela,Male,20,Yes,Yes
128720,Venezuela,Female,46,Yes,Yes
128721,Venezuela,Female,25,Yes,Yes
128722,Venezuela,Male,24,Yes,Yes
128723,Venezuela,Female,60,Yes,Yes
128724,Venezuela,Male,30,Yes,Yes
128725,Venezuela,Female,38,Yes,Yes
128726,Venezuela,Female,24,Yes,Yes
128727,Venezuela,Male,58,No, 
128728,Venezuela,Female,54,No, 
128729,Venezuela,Male,49,Yes,Yes
128730,Venezuela,Female,27,Yes,Yes
128731,Venezuela,Male,21,Yes,No
128732,Venezuela,Male,33,Yes,No
128733,Venezuela,Female,20,Yes,Yes
128734,Venezuela,Male,64,No, 
128735,Venezuela,Female,22,Yes,Yes
128736,Venezuela,Male,29,Yes,Yes
128737,Venezuela,Female,44,No, 
128738,Venezuela,Male,51,Yes,Yes
128739,Venezuela,Female,35,Yes,Yes
128740,Venezuela,Male,45,Yes,Yes
128741,Venezuela,Male,36,Yes,Yes
128742,Venezuela,Female,30,Yes,Yes
128743,Venezuela,Male,45,Yes,Yes
128744,Venezuela,Male,43,No, 
128745,Venezuela,Male,75,No, 
128746,Venezuela,Female,29,Yes,Yes
128747,Venezuela,Male,36,Yes,Yes
128748,Venezuela,Female,19,Yes,Yes
128749,Venezuela,Female,23,Yes,Yes
128750,Venezuela,Male,48,Yes,Yes
128751,Venezuela,Female,45,No, 
128752,Venezuela,Female,71,No, 
128753,Venezuela,Female,38,Yes,Yes
128754,Venezuela,Male,38,Yes,Yes
128755,Venezuela,Female,33,Yes,Yes
128756,Venezuela,Male,50,Yes,Refused
128757,Venezuela,Male,20,Yes,Yes
128758,Venezuela,Female,19,Yes,Yes
128759,Venezuela,Male,37,No, 
128760,Venezuela,Female,60,No, 
128761,Venezuela,Male,53,No, 
128762,Venezuela,Male,59,No, 
128763,Venezuela,Male,24,Yes,Yes
128764,Venezuela,Female,43,Yes,Yes
128765,Venezuela,Female,27,Yes,Yes
128766,Venezuela,Female,21,Yes,Yes
128767,Venezuela,Male,28,Yes,Yes
128768,Venezuela,Male,40,No, 
128769,Venezuela,Male,43,No, 
128770,Venezuela,Female,49,Yes,Yes
128771,Venezuela,Female,25,Yes,Yes
128772,Venezuela,Female,21,No, 
128773,Venezuela,Female,42,Yes,No
128774,Venezuela,Female,44,Yes,Yes
128775,Venezuela,Male,49,No, 
128776,Venezuela,Female,27,Yes,Yes
128777,Venezuela,Male,57,No,Refused
128778,Venezuela,Female,18,No, 
128779,Venezuela,Female,33,Yes,Yes
128780,Venezuela,Female,37,Yes,Yes
128781,Venezuela,Male,40,No, 
128782,Venezuela,Male,43,Yes,Yes
128783,Venezuela,Male,50,Yes,Yes
128784,Venezuela,Female,48,Yes,No
128785,Venezuela,Female,27,Yes,Yes
128786,Venezuela,Male,38,Yes,Yes
128787,Venezuela,Male,60,Yes,No
128788,Venezuela,Male,60,No,No
128789,Venezuela,Female,77,No, 
128790,Venezuela,Female,29,Yes,Yes
128791,Venezuela,Female,36,Yes,Yes
128792,Venezuela,Male,38,Yes,Yes
128793,Venezuela,Female,65,No, 
128794,Venezuela,Male,26,Yes,Yes
128795,Venezuela,Female,60,Yes,Yes
128796,Venezuela,Female,59,No,No
128797,Venezuela,Male,66,No, 
128798,Venezuela,Male,67,No, 
128799,Venezuela,Male,32,No, 
128800,Venezuela,Female,27,Yes,Yes
128801,Venezuela,Male,62,No, 
128802,Venezuela,Female,37,No, 
128803,Venezuela,Male,26,No, 
128804,Venezuela,Female,35,Yes,Yes
128805,Venezuela,Male,42,No,No
128806,Venezuela,Female,38,No, 
128807,Venezuela,Female,52,No, 
128808,Venezuela,Female,53,No, 
128809,Venezuela,Female,34,Yes,No
128810,Venezuela,Male,31,Yes,Yes
128811,Venezuela,Female,45,Yes,Yes
128812,Venezuela,Male,28,Yes,Yes
128813,Venezuela,Male,28,Yes,Yes
128814,Venezuela,Male,56,Yes,Yes
128815,Venezuela,Male,35,Yes,Yes
128816,Venezuela,Female,46,Yes,Yes
128817,Venezuela,Male,20,Yes,Yes
128818,Venezuela,Female,20,Yes,Yes
128819,Venezuela,Female,38,Yes,Yes
128820,Venezuela,Male,38,Yes,Yes
128821,Venezuela,Male,25,Yes,Yes
128822,Venezuela,Male,26,Yes,Yes
128823,Venezuela,Female,38,Yes,Yes
128824,Venezuela,Female,53,No, 
128825,Venezuela,Male,54,No, 
128826,Venezuela,Male,24,No, 
128827,Venezuela,Female,24,No, 
128828,Venezuela,Female,51,No, 
128829,Venezuela,Female,41,No, 
128830,Venezuela,Male,18,Yes,Yes
128831,Venezuela,Male,37,Yes,Yes
128832,Venezuela,Female,49,No, 
128833,Venezuela,Female,61,No, 
128834,Venezuela,Male,20,No, 
128835,Venezuela,Female,66,No, 
128836,Venezuela,Male,22,No, 
128837,Venezuela,Male,29,No, 
128838,Venezuela,Male,34,No, 
128839,Venezuela,Female,29,No, 
128840,Venezuela,Female,20,No, 
128841,Venezuela,Female,50,No, 
128842,Venezuela,Male,19,Yes,No
128843,Venezuela,Male,47,Yes,No
128844,Venezuela,Female,35,No,Yes
128845,Venezuela,Female,38,Yes,Yes
128846,Venezuela,Female,24,Yes,Yes
128847,Venezuela,Male,51,No, 
128848,Venezuela,Male,87,No, 
128849,Venezuela,Female,27,No, 
128850,Venezuela,Male,59,No, 
128851,Venezuela,Female,48,No, 
128852,Venezuela,Female,32,No, 
128853,Venezuela,Male,56,Yes,Yes
128854,Venezuela,Male,97 or older,No, 
128855,Venezuela,Male,65,Yes,No
128856,Venezuela,Female,45,Yes,No
128857,Venezuela,Female,25,Yes,Yes
128858,Venezuela,Male,24,Yes,Yes
128859,Venezuela,Male,23,Yes,Yes
128860,Venezuela,Female,18,Yes,Yes
128861,Venezuela,Male,27,Yes,Yes
128862,Venezuela,Female,43,No, 
128863,Venezuela,Female,55,Yes,Yes
128864,Venezuela,Male,49,Yes,Yes
128865,Venezuela,Male,46,Yes,Yes
128866,Venezuela,Female,46,Yes,Yes
128867,Venezuela,Female,37,Yes,Yes
128868,Venezuela,Female,24,No, 
128869,Venezuela,Female,34,No, 
128870,Venezuela,Female,43,No,No
128871,Venezuela,Male,29,Yes,Yes
128872,Venezuela,Female,78,No, 
128873,Venezuela,Male,60,Yes,Yes
128874,Venezuela,Female,37,Yes,Yes
128875,Venezuela,Male,66,No, 
128876,Venezuela,Male,45,No, 
128877,Venezuela,Female,38,Yes,Yes
128878,Venezuela,Female,31,Yes,Yes
128879,Venezuela,Male,55,Yes,Yes
128880,Venezuela,Female,23,Yes,Yes
128881,Venezuela,Female,55,Yes,Yes
128882,Venezuela,Male,66,No, 
128883,Venezuela,Male,60,No, 
128884,Venezuela,Female,58,No, 
128885,Venezuela,Male,45,Yes,Yes
128886,Venezuela,Male,56,Yes,Yes
128887,Venezuela,Male,50,Yes,No
128888,Venezuela,Male,50,Yes,No
128889,Venezuela,Female,54,No, 
128890,Venezuela,Female,22,Yes,Yes
128891,Venezuela,Male,40,No, 
128892,Venezuela,Male,30,Yes,Yes
128893,Venezuela,Male,50,No, 
128894,Venezuela,Male,52,No, 
128895,Venezuela,Female,29,Yes,Yes
128896,Venezuela,Female,29,No, 
128897,Venezuela,Female,34,No, 
128898,Venezuela,Male,62,No, 
128899,Venezuela,Male,69,No, 
128900,Venezuela,Female,44,Yes,Yes
128901,Venezuela,Female,48,No, 
128902,Venezuela,Female,18,No, 
128903,Venezuela,Female,34,Yes,Yes
128904,Venezuela,Female,33,Yes,No
128905,Venezuela,Female,38,No, 
128906,Venezuela,Male,50,Yes,Yes
128907,Venezuela,Male,27,Yes,Yes
128908,Venezuela,Male,59,No,No
128909,Venezuela,Female,21,Yes,Yes
128910,Venezuela,Male,79,No, 
128911,Venezuela,Female,30,Yes,No
128912,Venezuela,Female,45,No, 
128913,Venezuela,Male,39,No,No
128914,Venezuela,Female,44,No, 
128915,Venezuela,Female,40,No, 
128916,Venezuela,Male,43,No, 
128917,Venezuela,Female,40,Yes,No
128918,Venezuela,Male,56,Yes,Yes
128919,Venezuela,Female,64,No, 
128920,Venezuela,Female,50,Yes,No
128921,Venezuela,Male,40,No, 
128922,Venezuela,Female,38,Yes,Yes
128923,Venezuela,Male,36,Yes,Yes
128924,Venezuela,Male,35,No,Yes
128925,Venezuela,Male,62,Yes,Refused
128926,Venezuela,Male,22,Yes,Yes
128927,Venezuela,Male,38,Yes,Yes
128928,Venezuela,Female,54,Yes,No
128929,Venezuela,Female,49,No, 
128930,Venezuela,Female,48,Yes,Yes
128931,Venezuela,Female,63,Yes,No
128932,Venezuela,Male,69,Yes,No
128933,Venezuela,Female,28,Yes,Yes
128934,Venezuela,Male,38,Yes,Yes
128935,Venezuela,Female,39,Yes,Yes
128936,Venezuela,Male,20,Yes,Yes
128937,Venezuela,Male,27,Yes,Yes
128938,Venezuela,Female,47,Yes,Yes
128939,Venezuela,Female,70,No, 
128940,Venezuela,Female,23,Yes,Yes
128941,Venezuela,Male,28,Yes,Yes
128942,Venezuela,Male,30,Yes,Yes
128943,Venezuela,Male,22,Yes,Refused
128944,Venezuela,Female,24,Yes,Yes
128945,Venezuela,Male,44,No, 
128946,Venezuela,Female,32,No, 
128947,Venezuela,Female,27,Yes,Yes
128948,Venezuela,Female,44,No, 
128949,Venezuela,Female,54,No, 
128950,Venezuela,Male,53,No, 
128951,Venezuela,Female,43,Yes,Yes
128952,Venezuela,Female,31,No, 
128953,Venezuela,Female,19,Yes,Yes
128954,Venezuela,Male,34,Yes,Yes
128955,Venezuela,Male,81,No, 
128956,Venezuela,Female,42,Yes,Yes
128957,Venezuela,Male,45,Yes,Yes
128958,Venezuela,Male,22,Yes,Yes
128959,Venezuela,Female,33,No,Yes
128960,Venezuela,Female,55,Yes,Yes
128961,Venezuela,Female,46,Yes,Yes
128962,Venezuela,Male,38,Yes,Yes
128963,Venezuela,Female,21,Yes,Yes
128964,Venezuela,Male,30,Yes,Yes
128965,Venezuela,Male,38,Yes,Yes
128966,Venezuela,Female,36,Yes,Yes
128967,Venezuela,Female,37,Yes,Yes
128968,Venezuela,Male,19,Yes,Yes
128969,Venezuela,Male,33,Yes,Yes
128970,Venezuela,Female,36,Yes,Yes
128971,Venezuela,Male,27,Yes,Yes
128972,Venezuela,Male,24,Yes,Yes
128973,Venezuela,Male,34,Yes,Refused
128974,Venezuela,Female,62,No, 
128975,Venezuela,Female,42,Yes,No
128976,Venezuela,Female,42,Yes,Yes
128977,Venezuela,Female,33,Yes,Yes
128978,Venezuela,Female,26,No, 
128979,Venezuela,Male,41,No, 
128980,Venezuela,Male,50,Yes,Yes
128981,Venezuela,Male,53,Yes,Yes
128982,Venezuela,Male,65,No, 
128983,Venezuela,Male,42,No, 
128984,Venezuela,Female,41,No, 
128985,Venezuela,Male,42,Yes,Yes
128986,Venezuela,Female,29,No, 
128987,Venezuela,Female,49,Yes,Yes
128988,Venezuela,Female,26,Yes,Yes
128989,Venezuela,Female,37,Yes,Yes
128990,Venezuela,Male,35,Yes,Yes
128991,Venezuela,Male,59,Yes,Yes
128992,Venezuela,Male,25,Yes,Yes
128993,Venezuela,Male,26,No, 
128994,Venezuela,Female,52,No, 
128995,Venezuela,Male,19,Yes,Yes
128996,Venezuela,Male,67,No, 
128997,Venezuela,Female,52,Yes,Yes
128998,Venezuela,Male,47,No, 
128999,Venezuela,Male,46,Yes,Yes
129000,Venezuela,Male,24,Yes,Yes
129001,Venezuela,Female,32,No, 
129002,Venezuela,Female,20,Yes,Yes
129003,Venezuela,Male,32,Yes,No
129004,Venezuela,Female,44,Yes,Yes
129005,Venezuela,Male,37,Yes,Yes
129006,Venezuela,Male,35,Yes,Yes
129007,Venezuela,Male,19,Yes,Yes
129008,Venezuela,Male,50,No, 
129009,Venezuela,Male,66,No, 
129010,Venezuela,Male,59,No, 
129011,Venezuela,Female,45,No, 
129012,Venezuela,Male,44,Yes,Yes
129013,Venezuela,Male,39,Yes,Yes
129014,Venezuela,Male,26,No, 
129015,Venezuela,Male,30,Yes,Yes
129016,Venezuela,Male,23,Yes,Yes
129017,Venezuela,Male,28,Yes,Yes
129018,Venezuela,Male,75,No, 
129019,Venezuela,Male,56,No, 
129020,Venezuela,Male,40,Yes,Yes
129021,Venezuela,Male,41,No, 
129022,Venezuela,Female,35,No, 
129023,Venezuela,Female,39,No, 
129024,Venezuela,Female,42,No, 
129025,Venezuela,Male,35,Yes,Yes
129026,Venezuela,Female,57,No, 
129027,Venezuela,Male,18,Yes,Yes
129028,Venezuela,Female,30,Yes,Yes
129029,Venezuela,Female,40,Yes,Yes
129030,Venezuela,Male,47,No, 
129031,Venezuela,Male,29,Yes,Yes
129032,Venezuela,Male,48,Yes,Yes
129033,Venezuela,Male,79,No, 
129034,Venezuela,Female,53,Yes,Yes
129035,Venezuela,Male,68,No, 
129036,Venezuela,Male,48,Yes,Yes
129037,Venezuela,Female,48,Yes,Yes
129038,Venezuela,Male,42,Yes,Yes
129039,Venezuela,Male,36,Yes,Yes
129040,Venezuela,Male,80,No, 
129041,Venezuela,Female,56,No,No
129042,Venezuela,Male,55,Yes,No
129043,Venezuela,Male,42,Yes,No
129044,Venezuela,Female,28,Yes,Yes
129045,Venezuela,Male,28,No, 
129046,Venezuela,Male,24,Yes,Yes
129047,Venezuela,Male,52,Yes,Yes
129048,Venezuela,Female,65,No, 
129049,Venezuela,Female,27,Yes,Yes
129050,Venezuela,Male,69,Yes,No
129051,Venezuela,Female,60,No, 
129052,Venezuela,Female,20,Yes,Yes
129053,Venezuela,Male,33,No, 
129054,Venezuela,Female,51,Yes,No
129055,Venezuela,Male,25,Yes,Yes
129056,Venezuela,Female,21,Yes,Yes
129057,Venezuela,Male,56,Yes,Refused
129058,Venezuela,Male,42,No, 
129059,Venezuela,Female,65,No, 
129060,Venezuela,Male,28,No, 
129061,Venezuela,Female,46,No, 
129062,Venezuela,Female,31,Yes,Yes
129063,Venezuela,Male,45,No, 
129064,Venezuela,Male,45,No, 
129065,Venezuela,Female,32,No, 
129066,Venezuela,Female,18,Yes,Yes
129067,Venezuela,Male,18,No, 
129068,Venezuela,Female,65,No, 
129069,Venezuela,Female,63,No, 
129070,Venezuela,Male,50,No, 
129071,Venezuela,Female,30,Yes,Yes
129072,Venezuela,Female,22,Yes,Yes
129073,Venezuela,Male,18,Yes,Yes
129074,Venezuela,Female,21,Yes,Yes
129075,Venezuela,Female,55,No, 
129076,Venezuela,Male,62,Yes,Yes
129077,Venezuela,Male,72,No, 
129078,Venezuela,Female,42,No, 
129079,Venezuela,Female,64,No, 
129080,Venezuela,Male,72,No, 
129081,Venezuela,Male,67,No, 
129082,Venezuela,Male,19,Yes,Yes
129083,Venezuela,Female,22,Yes,Yes
129084,Venezuela,Female,26,No, 
129085,Venezuela,Male,59,No, 
129086,Venezuela,Male,38,No, 
129087,Venezuela,Male,46,No, 
129088,Venezuela,Female,20,Yes,Yes
129089,Venezuela,Male,54,Yes,No
129090,Venezuela,Female,47,No, 
129091,Venezuela,Female,44,No, 
129092,Venezuela,Male,27,No, 
129093,Venezuela,Female,31,Yes,Yes
129094,Venezuela,Male,34,Yes,Yes
129095,Venezuela,Female,38,Yes,No
129096,Venezuela,Female,57,No, 
129097,Venezuela,Male,53,No, 
129098,Venezuela,Male,40,Yes,Yes
129099,Venezuela,Male,39,No,No
129100,Venezuela,Female,35,Yes,Yes
129101,Venezuela,Female,18,No, 
129102,Venezuela,Male,28,No, 
129103,Venezuela,Female,26,No, 
129104,Venezuela,Female,63,No, 
129105,Venezuela,Male,43,Yes,Yes
129106,Venezuela,Male,30,Yes,Yes
129107,Venezuela,Female,49,No, 
129108,Venezuela,Female,45,No, 
129109,Venezuela,Male,29,Yes,Yes
129110,Venezuela,Male,22,Yes,Yes
129111,Venezuela,Male,24,Yes,Yes
129112,Venezuela,Female,70,No, 
129113,Venezuela,Male,49,No, 
129114,Venezuela,Male,29,Yes,Yes
129115,Venezuela,Female,24,Yes,Yes
129116,Venezuela,Male,47,Yes,Yes
129117,Venezuela,Female,22,No, 
129118,Venezuela,Male,30,No, 
129119,Venezuela,Female,21,Yes,Yes
129120,Venezuela,Female,40,Yes,Yes
129121,Venezuela,Male,43,Yes,Yes
129122,Venezuela,Female,62,No, 
129123,Venezuela,Male,43,Yes,Yes
129124,Venezuela,Male,24,Yes,Yes
129125,Venezuela,Female,40,Yes,Yes
129126,Venezuela,Female,55,No, 
129127,Venezuela,Female,19,Yes,Yes
129128,Venezuela,Female,31,Yes,Yes
129129,Venezuela,Male,18,Yes,Yes
129130,Venezuela,Male,50,Yes,Yes
129131,Venezuela,Female,79,No, 
129132,Venezuela,Female,38,Yes,Refused
129133,Venezuela,Male,83,No, 
129134,Venezuela,Female,20,Yes,Yes
129135,Venezuela,Male,47,Yes,No
129136,Venezuela,Male,22,Yes,Yes
129137,Venezuela,Female,27,No, 
129138,Venezuela,Male,24,Yes,Yes
129139,Venezuela,Male,63,No, 
129140,Venezuela,Female,49,No, 
129141,Venezuela,Female,27,Yes,Yes
129142,Venezuela,Female,32,Yes,Yes
129143,Venezuela,Female,63,No, 
129144,Venezuela,Female,19,Yes,Yes
129145,Venezuela,Female,30,No,Yes
129146,Venezuela,Female,43,Yes,Yes
129147,Venezuela,Male,25,Yes,Yes
129148,Venezuela,Male,24,No, 
129149,Venezuela,Female,58,No, 
129150,Venezuela,Male,34,No, 
129151,Venezuela,Male,51,No,No
129152,Venezuela,Female,28,Yes,Yes
129153,Venezuela,Male,51,No, 
129154,Venezuela,Male,18,No, 
129155,Venezuela,Female,83,No, 
129156,Venezuela,Female,21,No, 
129157,Venezuela,Female,40,No,Yes
129158,Venezuela,Female,19,Yes,Yes
129159,Venezuela,Male,31,No, 
129160,Venezuela,Male,44,Yes,Yes
129161,Venezuela,Male,51,No, 
129162,Venezuela,Female,32,No, 
129163,Venezuela,Female,38,No, 
129164,Venezuela,Female,18,Yes,Yes
129165,Venezuela,Male,24,No, 
129166,Venezuela,Male,69,No, 
129167,Venezuela,Male,18,Yes,Yes
129168,Venezuela,Male,60,No, 
129169,Venezuela,Female,65,No, 
129170,Venezuela,Female,50,Yes,Yes
129171,Venezuela,Male,52,Yes,No
129172,Venezuela,Male,31,No, 
129173,Venezuela,Male,44,Yes,Yes
129174,Venezuela,Female,22,Yes,Yes
129175,Venezuela,Male,56,Yes,Yes
129176,Venezuela,Female,55,Yes,Yes
129177,Venezuela,Male,29,Yes,Yes
129178,Venezuela,Male,36,Yes,Yes
129179,Venezuela,Female,87,No, 
129180,Venezuela,Male,43,Yes,Yes
129181,Venezuela,Female,24,Yes,Yes
129182,Venezuela,Female,45,Yes,Yes
129183,Venezuela,Male,37,Yes,Yes
129184,Venezuela,Male,57,No, 
129185,Venezuela,Female,60,No, 
129186,Venezuela,Female,29,Yes,Yes
129187,Venezuela,Male,25,Yes,Yes
129188,Venezuela,Female,44,Yes,Yes
129189,Venezuela,Female,32,Yes,Yes
129190,Venezuela,Female,28,Yes,Yes
129191,Venezuela,Male,54,Yes,Yes
129192,Venezuela,Male,30,Yes,Yes
129193,Venezuela,Female,50,No, 
129194,Venezuela,Male,30,Yes,Yes
129195,Venezuela,Female,29,Yes,Yes
129196,Venezuela,Male,39,Yes,Yes
129197,Venezuela,Female,62,No, 
129198,Venezuela,Male,31,Yes,Yes
129199,Venezuela,Female,29,Yes,Yes
129200,Venezuela,Male,18,Yes,Yes
129201,Venezuela,Male,21,Yes,Yes
129202,Venezuela,Female,35,Yes,Yes
129203,Venezuela,Female,22,Yes,Yes
129204,Venezuela,Female,34,Yes,Yes
129205,Venezuela,Female,33,Yes,Yes
129206,Venezuela,Male,45,No, 
129207,Venezuela,Male,68,No, 
129208,Venezuela,Female,65,No, 
129209,Venezuela,Female,53,No, 
129210,Venezuela,Male,49,No,Yes
129211,Venezuela,Female,60,Yes,Yes
129212,Venezuela,Female,25,Yes,No
129213,Venezuela,Male,36,No, 
129214,Venezuela,Male,76,No, 
129215,Venezuela,Male,29,Yes,Yes
129216,Venezuela,Male,58,Yes,Yes
129217,Venezuela,Male,26,Yes,Yes
129218,Venezuela,Female,58,No, 
129219,Venezuela,Male,53,Yes,No
129220,Venezuela,Female,38,No, 
129221,Venezuela,Female,56,No, 
129222,Venezuela,Male,74,No, 
129223,Venezuela,Female,65,No, 
129224,Venezuela,Female,63,Yes,Yes
129225,Venezuela,Male,38,Yes,Yes
129226,Venezuela,Female,46,Yes,Yes
129227,Venezuela,Male,53,Yes,Yes
129228,Venezuela,Female,62,Yes,Yes
129229,Venezuela,Male,40,Yes,Yes
129230,Venezuela,Male,24,Yes,Yes
129231,Venezuela,Female,28,Yes,Yes
129232,Venezuela,Female,23,Yes,Yes
129233,Venezuela,Male,26,Yes,Yes
129234,Venezuela,Female,25,Yes,Yes
129235,Venezuela,Male,57,No, 
129236,Venezuela,Male,48,No, 
129237,Venezuela,Female,31,Yes,No
129238,Venezuela,Male,19,Yes,Yes
129239,Venezuela,Female,18,Yes,Yes
129240,Venezuela,Female,35,Yes,Yes
129241,Venezuela,Male,18,Yes,Yes
129242,Venezuela,Female,66,No, 
129243,Venezuela,Male,55,No, 
129244,Venezuela,Male,35,No, 
129245,Venezuela,Male,21,Yes,Yes
129246,Venezuela,Female,19,Yes,Yes
129247,Venezuela,Male,23,Yes,Yes
129248,Venezuela,Male,44,Yes,Yes
129249,Venezuela,Female,39,Yes,Yes
129250,Venezuela,Female,32,Yes,Yes
129251,Venezuela,Female,38,Yes,Yes
129252,Venezuela,Female,40,Yes,No
129253,Venezuela,Female,34,Yes,Yes
129254,Venezuela,Female,60,Yes,Yes
129255,Venezuela,Male,61,No, 
129256,Venezuela,Female,40,No, 
129257,Venezuela,Female,43,Yes,Yes
129258,Venezuela,Female,23,Yes,Yes
129259,Venezuela,Male,25,Yes,Yes
129260,Venezuela,Male,41,Yes,Yes
129261,Venezuela,Female,46,Yes,Yes
129262,Venezuela,Female,56,Yes,Yes
129263,Venezuela,Female,32,Yes,No
129264,Venezuela,Female,21,Yes,Yes
129265,Venezuela,Male,39,No, 
129266,Venezuela,Male,41,No,No
129267,Venezuela,Male,46,Yes,Yes
129268,Venezuela,Male,72,No, 
129269,Venezuela,Female,51,Yes,Yes
129270,Venezuela,Female,49,Yes,Yes
129271,Venezuela,Male,42,Yes,Yes
129272,Venezuela,Male,42,Yes,Yes
129273,Venezuela,Female,42,Yes,Yes
129274,Venezuela,Female,46,Yes,Yes
129275,Venezuela,Male,50,Yes,Yes
129276,Venezuela,Male,62,No, 
129277,Venezuela,Female,70,Yes,Yes
129278,Venezuela,Female,39,Yes,Yes
